#OTU ID	ER0022	ER0029	ER0023	ER0006	ER0014	ER0009	ER0226	ER0225	ER0222	ER0019	ER0020	ER0050	ER0071	ER0033	ER0060	ER0061	ER0066	ER0068	ER0003	ER0039	ER0072	ER0013	ER0010	ER0057	ER0008	ER0059	ER0051	ER0049	ER0032	ER0047	ER0012	ER0018	ER0055	ER0016	ER0043	ER0040	ER0058	ER0004	ER0044	ER0054	ER0005	ER0063	ER0007	ER0062	ER0045	ER0046	ER0017	ER0065	ER0035	ER0113	ER0097	ER0081	ER0096	ER0098	ER0086	ER0087	ER0090	ER0075	ER0120	ER0080	ER0116	ER0085	ER0101	ER0078	ER0112	ER0084	ER0073	ER0100	ER0082	ER0095	ER0119	ER0105	ER0109	ER0114	ER0077	ER0118	ER0131	ER0171	ER0140	ER0144	ER0142	ER0167	ER0169	ER0168	ER0145	ER0147	ER0121	ER0170	ER0150	ER0133	ER0165	ER0166	ER0139	ER0148	ER0163	ER0146	ER0151	ER0123	ER0128	ER0138	ER0124	ER0159	ER0130	ER0152	ER0132	ER0181	ER0190	ER0176	ER0191	ER0180	ER0215	ER0208	ER0192	ER0194	ER0182	ER0196	ER0189	ER0206	ER0200	ER0203	ER0207	ER0213	ER0199	ER0195	ER0209	ER0210	ER0186	ER0185	ER0197	ER0211	ER0201	ER0220	ER0270	ER0280	ER0236	ER0251	ER0294	ER0278	ER0260	ER0277	ER0234	ER0279	ER0244	ER0271	ER0263	ER0238	ER0261	ER0249	ER0289	ER0243	ER0245	ER0275	ER0247	ER0237	ER0240	ER0241	ER0233	ER0272	ER0291	ER0266	ER0420	ER0348	ER0369	ER0474	ER0415	ER0510	ER0419	ER0344	ER0417	ER0358	ER0391	ER0410	ER0340	ER0491	ER0495	ER0173	ER0488	ER0381	ER0377	ER0380	ER0364	ER0460	ER0379	ER0490	ER0481	ER0324	ER0326	ER0325	ER0336	ER0323	ER0431-1A	ER0172	ER0024	ER0069	ER0030	ER0015	ER0002	ER0219	ER0021	ER0052	ER0042	ER0001	ER0031
k__Bacteria._.p__Actinobacteria._.c__Actinobacteria._.o__Coriobacteriales._.f__Coriobacteriaceae._.g__Enterorhabdus	0	0	0	4	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	7	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Actinobacteria._.c__Actinobacteria._.o__Coriobacteriales._.f__Coriobacteriaceae._.g__Gordonibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	4	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Actinobacteria._.c__Actinobacteria._.o__Coriobacteriales._.f__Coriobacteriaceae._.g__Slackia	0	0	33	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	15	32	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Bacteroidetes._.c__._.o__._.f__._.g__	0	0	0	1251	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	4	0	0	7	0	0	0	0	34	0	3	3	0	3	99	6	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	5	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	1	2	3	0	1	3	296	1	0	5	330	1	0	0	5	0	0	0	0	0	0	0	31	20	0	0	1	6	0	2	0	0	0	2	0	0	0	3	14	1	0	0	3	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__._.g__	0	7	5	0	0	0	0	0	0	9	0	4	11	2	3	0	0	6	5	4	13	12	1	9	12	2	7	1	10	14	10	0	0	3	0	3	0	0	2	0	0	0	3	0	0	1	0	1	0	0	0	0	0	9	0	1	0	1	1	0	0	16	0	0	0	1	0	0	0	2	0	0	0	0	3	1	9	1	26	0	9	7	21	6	1	10	5	1	6	7	14	0	0	0	5	7	1	0	0	4	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	2	0	0	0	4	0	1	8	1	0	1	10	0	1	0	0	4	3	10	3	2	12	7	3	0	3	0	2	1	3	0	0	11	5	3	1	1	0	8	0	0	0	6	22	12	3	24	2	5	14	17	23	5	9	7	2	3	0	5	0	1	3	20	2	0	5	1	0	0	4	2	1	9	7	3	0	8	0	2	2	1	2	13	6	10
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Bacteroidaceae._.g__Bacteroides	8	2201	1525	474	9567	5031	4695	2592	5500	6774	784	733	872	2211	1014	601	1	288	946	1215	2083	1320	1510	1802	1520	318	1393	764	539	2492	1735	1070	3246	844	1228	1071	2287	91	688	75	874	45	1469	1455	1391	2783	281	640	3140	711	61	1084	885	2150	446	3310	1454	807	823	1407	1016	1808	1353	780	1619	1249	1214	2086	851	1601	697	1135	1739	1871	4311	3278	1396	1187	1946	94	837	1024	1498	571	926	262	347	1743	2509	1394	1643	2462	933	718	1031	1558	5551	3604	1427	4194	2333	2935	1091	2814	665	1386	817	845	1207	1438	2126	348	595	53	704	980	1506	368	439	903	158	268	2627	122	13	488	1222	203	10	1597	1373	2086	3169	1712	3214	682	510	1588	289	1439	856	2110	4154	1069	1958	353	163	1507	1212	1785	2516	1241	1393	1923	405	667	1191	1111	1911	1887	803	2505	1930	1756	2365	376	621	2351	1582	3562	1051	1481	1233	1504	348	10	871	641	1399	1827	3023	1298	1404	2609	339	467	1059	1669	1564	824	2360	3107	1753	18	1683	12	4515	1429	1139	250	2746	1910	3841
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Porphyromonadaceae._.g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	216	4	4	0	2	45	5	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Porphyromonadaceae._.g__Barnesiella	0	0	0	0	0	32	0	0	0	0	0	0	145	0	0	0	0	2	2	0	0	0	0	0	3	6	0	36	12	5	0	16	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	110	0	0	0	151	0	6	0	0	65	0	0	0	34	4	0	0	1	0	14	0	0	0	0	0	1	0	0	0	0	0	22	0	0	0	1	0	0	34	0	6	1	1	188	23	2	20	1	69	12	6	18	43	1	0	2	1	0	34	0	0	0	24	0	0	1	0	7	0	19	4	0	0	1	0	0	0	10	85	15	1	0	27	31	7	768	0	0	179	45	0	171	3	10	21	0	102	6	0	0	15	130	1	0	0	0	3	0	0	6	0	6	7	18	0	83	0	3	0	8	0	0	9	51	21	15	0	3	198	0	0	80	149	74	187	53	0	0	0	0	0	0	0	20	67	32	0	0	0
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Porphyromonadaceae._.g__Butyricimonas	0	0	1	6	0	5	0	0	0	0	0	0	19	0	0	0	0	0	7	0	0	0	0	33	0	14	3	22	0	0	5	15	8	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	5	2	0	0	46	0	0	0	0	0	1	8	0	20	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	5	5	4	0	0	0	0	0	3	8	6	19	0	15	0	0	0	0	9	0	0	0	0	0	0	1	0	0	8	0	0	4	0	18	0	0	0	0	0	35	0	19	0	0	101	0	2	21	0	0	6	10	0	6	1	6	3	0	60	0	0	71	21	28	0	12	1	0	1	0	0	0	0	9	32	3	0	42	6	3	0	5	0	2	0	15	16	13	0	0	52	18	13	8	36	60	91	8	0	0	0	0	0	0	0	20	28	2	0	15	0
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Porphyromonadaceae._.g__Odoribacter	0	111	0	2	0	8	0	8	46	20	0	0	0	66	1	0	0	0	0	1	0	0	0	2	0	61	0	73	0	0	2	5	47	0	0	17	0	0	0	0	4	1	0	8	75	0	0	17	0	0	1	0	0	0	79	45	0	0	112	0	0	0	7	26	0	0	0	32	1	60	0	0	0	14	0	0	18	0	0	0	7	0	84	0	75	0	6	0	2	105	0	18	9	7	16	6	0	0	0	0	38	3	17	36	0	16	7	0	28	0	0	29	2	1	0	3	0	0	0	3	5	1	0	17	0	5	0	0	0	0	0	0	0	11	0	0	12	0	5	23	0	4	60	16	0	5	3	11	23	0	84	5	0	0	76	23	1	7	0	0	3	0	0	0	0	0	6	49	0	9	10	85	1	0	1	0	0	24	0	44	0	1	61	0	1	33	10	108	213	59	0	0	0	0	0	0	0	35	46	12	0	85	0
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Porphyromonadaceae._.g__Parabacteroides	0	24	15	391	0	66	108	252	283	0	0	1	149	113	1	4	0	599	497	90	66	15	1	70	0	126	64	26	638	33	92	131	123	52	169	132	0	22	283	10	130	6	133	69	2	0	220	56	0	113	3	0	0	165	44	116	0	0	68	101	101	15	142	77	67	13	1	39	80	184	222	9	513	194	3	0	307	36	86	0	40	7	182	9	283	7	117	9	2	71	0	293	122	23	93	124	937	81	135	1107	125	132	380	191	81	130	139	861	137	42	0	29	242	0	244	40	369	22	37	59	42	193	20	11	2	161	138	0	0	0	0	255	324	37	787	2	27	95	69	311	91	127	364	104	5	49	11	194	215	234	265	108	168	156	149	332	16	53	283	0	138	402	391	67	1	45	27	255	428	223	68	376	2	327	2	0	30	49	100	212	317	2	305	968	129	134	83	393	195	274	463	49	187	2	43	0	464	79	95	59	0	105	112
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Porphyromonadaceae._.g__Porphyromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Porphyromonadaceae._.g__Tannerella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Prevotellaceae._.g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	3	0	2	1	0	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Prevotellaceae._.g__Alloprevotella	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	62	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	213	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	79	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
